,commutepublic_1,equipten,tollten,card2type_3,tenure,bfast_2,card2benefit_3,reason_2,card2_2,cars_1,creddebt,polcontrib_1,pets_small,longmon,ownpda_1,age,townsize_3.0,spousedcat_5,card_3,ownvcr_1,card2_5,commute_2,debtinc,tollmon,card2type_2,vote_1,forward_1,card2benefit_2,ownipod_1,reason_9,inccat_5,carcatvalue_1,spousedcat_4,commuterail_1,employ,card2_3,townsize_4.0,polparty_1,card_2,spousedcat_1,telecommute_1,agecat_6,response_01_1,response_02_1,owncd_1,carown_0,card2fee_1,ownpc_1,cars_7,agecat_3,longten,spousedcat_2,commutemotorcycle_1,spousedcat_3,wireten,carvalue,cardtype_4,card2tenure,carown_1,equipmon,hourstv,cardfee_1,cars_4,income,cars_6,cars_5,cars_2,agecat_5,townsize_2.0,jobsat_4,townsize_5.0,pets_saltfish,cardtenure,region_3,cardten,voice_1,retire_1,othdebt,churn_1,card2benefit_4,ed,card2_4,owngame_1,cardmon,polview_6,reason_4,commute_4,confer_1,pets,edcat_5,carcatvalue_3,pets_freshfish,commutebus_1,commute_3,cardtype_3,spoused,response_03_1,region_4,address,commute_10,commute_8,commutetime,card_5,union_1,card_4,owntv_1,edcat_4,reside,tollfree_1,wiremon,commute_9
151,1,0.0,354.7,0,21,0,0,0,1,1,1.2375839999999998,0,0,6.3,0,29,0,0,1,1,0,0,5.8999999999999995,15.5,0,1,1,0,1,0,0,0,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,149.6,1,1,0,0.0,37.2,1,6,1,0.0,21,1,0,69.0,0,0,0,0,0,0,1,0,11,0,0.0,0,0,2.8334159999999997,0,0,19,0,1,0.0,0,0,0,0,0.0,0,0,0,1,0,0,14,0,0,8.0,1,0,39.0,0,0,0,1,1,5,1,0.0,0
152,0,0.0,2213.625,0,67,1,0,0,0,1,0.162708,0,0,27.6,0,69,0,0,0,1,0,0,0.7000000000000001,46.25,0,1,1,0,0,1,1,0,0,0,30.0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1865.35,0,0,0,0.0,63.949999999999996,0,25,0,0.0,15,0,0,131.5,0,0,0,0,1,0,0,0,35,0,835.0,1,0,0.880292,0,1,9,0,0,12.75,0,0,0,1,2.0,0,1,0,1,0,1,9,1,1,38.0,0,0,24.0,0,1,0,1,0,2,1,0.0,0
153,0,0.0,804.85,0,64,1,0,0,0,0,2.090175,1,0,24.25,0,60,0,0,1,1,0,0,8.7,12.25,1,1,0,1,1,1,1,0,0,0,22.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1446.35,1,0,0,0.0,63.949999999999996,0,28,1,0.0,22,1,0,131.5,0,0,1,1,1,0,0,0,29,0,2535.0,0,0,9.316497750000002,0,0,11,1,0,37.0,1,0,0,1,5.0,0,1,0,1,0,0,13,0,1,19.0,0,0,16.0,0,0,0,1,0,4,1,0.0,0
154,0,0.0,316.7,0,21,0,0,0,0,0,1.94922,0,0,4.35,0,50,0,0,0,1,0,0,15.6,14.75,0,1,1,1,1,1,0,1,0,0,2.0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,66.45,0,0,0,0.0,15.8,0,5,1,0.0,20,0,0,49.0,0,0,0,1,1,1,0,0,3,0,0.0,1,0,5.69478,0,0,20,0,0,0.0,0,0,0,0,0.0,1,0,0,1,0,1,-1,0,0,13.0,0,0,28.0,0,0,1,1,0,1,1,0.0,0
155,0,0.0,0.0,0,72,1,1,0,0,1,0.783564,0,0,32.825,0,73,0,0,0,1,0,0,13.8,0.0,0,0,1,0,0,1,0,1,0,0,26.0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2126.825,0,0,0,0.0,7.9,0,30,1,0.0,17,0,0,17.0,0,0,0,0,1,0,0,0,40,0,1340.0,0,1,1.562436,0,0,12,0,0,19.5,0,0,1,0,2.0,0,0,0,1,0,0,-1,0,1,25.0,0,0,23.0,0,0,1,1,0,1,0,0.0,0
156,1,1138.85,688.55,0,42,0,0,0,1,1,2.08692,1,0,6.9,0,68,0,0,1,1,0,0,15.299999999999999,17.0,0,1,0,1,1,1,0,1,0,0,7.0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,276.5,0,0,0,0.0,16.5,1,13,0,27.7,17,0,0,31.0,0,0,0,0,0,0,0,0,14,1,1310.0,0,0,2.65608,1,0,12,0,1,32.5,0,0,0,0,2.0,0,0,0,0,0,0,-1,0,0,14.0,0,0,30.0,0,0,0,1,0,1,1,0.0,0
157,1,0.0,0.0,0,63,0,1,0,1,0,1.9507799999999997,0,0,14.1,0,57,1,0,0,1,0,0,20.5,0.0,1,1,0,0,0,1,0,1,0,0,9.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,800.35,0,0,0,0.0,18.900000000000002,1,26,1,0.0,23,0,0,39.0,0,0,0,1,0,0,0,0,34,1,290.0,0,0,6.044219999999999,0,0,17,0,0,4.5,0,0,0,0,1.0,0,0,0,1,0,0,9,1,0,25.0,0,0,30.0,0,0,1,1,1,5,0,0.0,0
158,0,1124.85,0.0,0,33,0,0,0,0,1,0.12012,0,0,10.15,0,29,0,0,1,1,0,0,1.0999999999999999,0.0,0,1,0,0,1,1,1,0,0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,323.95,0,1,0,224.90625,63.949999999999996,0,9,1,35.35,26,0,0,131.5,0,0,0,0,0,0,1,0,11,0,0.0,1,0,1.59588,1,0,19,1,1,0.0,0,0,1,0,5.0,0,1,3,1,0,0,-1,0,0,5.0,0,0,31.0,0,0,0,1,1,3,0,29.5,0
159,0,0.0,822.55,0,36,1,0,0,0,0,0.34380800000000006,0,0,12.3,0,63,0,0,0,0,0,0,6.4,23.0,0,0,0,1,0,1,0,1,0,0,9.0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,435.15,0,0,0,0.0,7.1000000000000005,0,12,1,0.0,13,0,0,17.0,0,0,0,1,0,0,0,0,17,0,700.0,0,1,0.744192,0,0,15,1,0,19.5,0,0,0,0,9.0,0,0,9,1,0,1,11,0,0,14.0,0,0,22.0,0,0,0,1,0,2,1,0.0,0
160,0,0.0,858.3,0,43,0,0,0,0,1,1.2045599999999999,0,0,18.2,0,49,0,0,0,1,0,0,8.4,19.5,0,0,0,1,0,1,0,0,1,0,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,757.3,0,0,0,0.0,36.800000000000004,0,15,1,0.0,20,0,0,60.0,0,0,0,0,1,0,0,0,16,0,185.0,0,0,3.83544,0,0,17,0,0,5.75,0,0,0,0,0.0,0,0,0,0,0,0,19,0,1,17.0,0,1,26.0,0,0,1,1,1,3,1,0.0,0
161,0,0.0,1077.3,0,45,0,0,1,0,0,4.58127075,0,0,7.8,0,51,0,0,1,1,0,0,13.600000000000001,24.5,0,1,1,0,1,0,0,0,0,1,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,345.4,0,0,1,0.0,25.700000000000003,0,15,1,0.0,20,1,1,122.0,0,0,0,1,0,0,1,0,12,0,865.0,0,0,9.316497750000002,0,1,12,1,0,21.5,0,0,0,1,9.0,0,0,7,1,0,1,16,0,0,22.0,0,0,37.0,0,0,0,1,0,2,1,0.0,0
162,0,85.0,78.75,0,3,0,1,0,0,1,0.21583999999999998,1,0,3.8,1,22,0,0,0,1,0,0,7.1,20.75,0,0,1,0,1,1,0,1,0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12.2,0,1,0,80.15,14.5,0,2,1,42.1,20,0,0,32.0,0,0,0,0,0,0,1,0,3,0,30.0,1,0,2.0561599999999998,1,0,17,0,1,14.25,1,0,0,1,0.0,0,0,0,0,0,0,-1,0,0,2.0,0,1,30.0,0,0,1,1,1,1,1,32.55,0
163,0,0.0,2094.65,0,64,0,0,0,0,0,0.446039,1,0,32.825,0,51,0,0,0,1,0,0,4.1000000000000005,34.5,1,0,1,1,0,1,0,1,0,0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2126.825,0,0,1,0.0,18.6,0,22,1,0.0,23,1,1,43.0,0,0,0,1,1,1,0,0,31,0,1220.0,0,0,1.316961,0,0,12,0,0,19.75,0,0,0,1,0.0,0,0,0,0,0,1,15,0,0,24.0,0,0,27.0,0,0,0,1,0,2,1,0.0,0
164,0,1213.7,853.25,0,29,0,0,0,0,0,3.340976,0,0,9.45,1,53,0,0,0,1,0,0,13.600000000000001,31.0,0,0,1,0,0,1,1,0,0,0,14.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,240.15,0,0,0,224.90625,63.949999999999996,1,12,1,42.7,12,0,0,131.5,0,0,1,1,0,1,0,0,7,0,650.0,0,0,9.316497750000002,0,0,16,0,0,23.75,0,0,0,1,5.0,0,1,0,0,0,0,-1,0,1,20.0,1,0,25.0,0,0,0,1,0,1,1,36.25,0
165,1,1275.40625,0.0,0,69,1,0,0,0,0,0.420783,1,0,22.0,0,75,0,0,0,1,0,0,1.0999999999999999,0.0,0,1,0,1,1,1,0,0,0,0,31.0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1510.55,1,1,0,0.0,59.900000000000006,0,27,1,33.4,19,0,0,123.0,0,0,1,0,0,0,1,0,35,0,2700.0,0,1,0.932217,0,0,15,0,1,56.875,0,0,0,0,0.0,0,1,0,1,0,0,14,0,0,30.0,0,1,29.0,0,0,1,1,0,2,0,0.0,0
166,0,0.0,0.0,1,7,0,0,0,1,0,0.042624,0,0,5.7,0,30,1,0,1,1,0,0,0.8999999999999999,0.0,0,1,0,0,0,1,0,1,0,0,9.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,53.45,0,1,0,0.0,17.2,0,6,1,0.0,20,0,1,32.0,0,0,0,0,0,0,0,0,6,0,0.0,0,0,0.24537599999999998,0,1,10,0,1,0.0,1,0,0,0,0.0,0,0,0,1,0,0,9,0,0,2.0,0,0,25.0,0,0,0,1,0,5,0,0.0,0
167,0,0.0,0.0,0,10,0,0,0,0,0,0.15432200000000001,1,0,5.8,0,65,1,0,0,0,0,0,7.3,0.0,0,0,0,0,0,1,0,1,0,0,33.0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,36.4,0,0,0,0.0,7.4,1,4,1,0.0,17,0,0,14.0,0,0,1,0,0,0,0,0,3,1,0.0,0,1,0.867678,0,1,8,0,0,0.0,1,0,0,0,4.0,0,0,4,0,0,0,-1,0,0,37.0,0,0,30.0,0,0,0,1,0,1,0,0.0,0
168,0,586.0,0.0,0,26,0,0,0,0,0,0.23256000000000004,0,0,11.7,0,35,0,0,1,1,1,0,8.0,0.0,0,0,0,0,0,1,0,1,1,1,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,283.65,0,0,0,0.0,7.9,0,7,1,25.7,25,0,0,17.0,0,0,0,0,0,0,1,0,11,0,220.0,0,0,1.12744,0,0,18,0,1,9.5,0,0,0,0,1.0,0,0,0,0,0,0,17,1,0,7.0,0,0,35.0,0,0,0,1,1,3,0,0.0,0
169,0,0.0,0.0,1,59,1,1,0,0,0,1.8116880000000002,0,0,6.85,0,58,0,0,1,1,0,0,11.4,0.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,415.45,1,0,0,0.0,24.3,0,20,1,0.0,24,1,0,58.0,0,0,0,1,0,0,1,0,29,0,400.0,0,0,4.800312,0,0,14,0,0,6.75,0,0,0,0,1.0,0,0,0,1,0,1,13,0,0,31.0,0,0,31.0,0,0,0,1,0,2,0,0.0,0
170,0,0.0,1148.2,0,49,0,0,0,0,0,1.098981,1,0,13.0,0,30,0,0,0,1,0,0,9.3,24.75,0,1,1,0,1,1,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,595.4,0,0,0,0.0,21.700000000000003,0,13,1,0.0,16,0,0,39.0,0,0,1,0,1,0,0,0,12,0,1830.0,1,0,2.5280189999999996,1,0,15,1,1,38.5,0,0,0,1,6.0,0,0,2,0,0,1,-1,0,0,6.0,0,0,20.0,0,0,0,1,0,2,1,0.0,0
171,0,0.0,2213.625,0,71,1,1,0,0,1,1.095335,0,0,19.15,1,79,0,0,0,1,0,0,7.9,61.25,0,0,1,0,0,1,0,1,0,0,34.5,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1313.45,0,0,0,224.90625,19.3,1,30,0,0.0,20,1,0,47.0,0,0,0,0,1,1,0,0,39,0,1710.0,1,1,2.617665,0,0,12,0,0,24.0,0,0,1,1,0.0,0,0,0,1,0,0,9,0,0,37.0,0,0,26.0,0,0,1,1,0,2,1,35.65,0
172,0,636.65,0.0,0,30,0,0,0,0,1,0.827904,0,0,12.95,0,62,0,0,0,1,0,0,4.8,0.0,0,1,0,1,0,1,0,0,0,0,8.0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,386.85,0,0,0,0.0,26.200000000000003,1,19,0,22.55,21,0,0,49.0,0,0,0,1,0,0,0,0,22,0,635.0,0,0,1.524096,1,0,15,0,1,21.5,0,0,0,0,1.0,0,0,0,0,1,0,-1,0,0,29.0,0,0,17.0,0,1,0,1,0,1,0,0.0,0
173,1,805.05,0.0,0,31,0,0,0,0,1,0.622717,0,0,7.8,0,27,0,0,0,1,0,0,10.9,0.0,0,0,0,1,1,1,0,1,0,0,0.0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,251.55,0,0,1,0.0,13.0,1,7,0,29.3,22,0,0,29.0,0,0,0,0,1,0,0,0,9,0,590.0,0,0,2.538283,1,0,16,0,1,20.5,0,0,0,0,2.0,0,0,0,0,1,0,15,0,0,5.0,0,0,29.0,0,0,0,1,0,4,0,0.0,0
174,0,1275.40625,2213.625,0,59,0,0,0,0,0,0.322524,0,0,15.95,1,34,0,0,0,1,1,0,6.2,37.0,0,1,1,0,1,1,0,0,0,0,2.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,905.15,0,0,0,224.90625,-1.0,1,16,0,35.5,13,0,0,51.0,0,0,0,0,0,0,0,0,16,1,1350.0,1,0,2.839476,0,1,18,0,1,25.5,0,0,0,1,0.0,0,0,0,0,0,0,-1,0,0,12.0,1,0,23.0,0,0,0,1,1,3,1,35.45,0
175,0,0.0,1345.8,0,72,1,0,0,0,1,1.4092799999999999,0,0,18.25,0,79,0,0,0,1,1,0,19.2,18.0,0,1,1,1,0,1,0,1,0,0,34.5,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1307.2,0,0,0,0.0,10.0,0,30,0,0.0,10,1,0,20.0,0,0,0,0,0,0,0,0,39,0,1810.0,0,1,2.43072,0,0,7,0,0,27.75,0,0,1,1,2.0,0,0,0,1,0,0,-1,0,0,31.0,0,0,22.0,0,0,0,1,0,1,1,0.0,0
176,0,0.0,1427.2,0,68,0,0,0,1,1,0.34099199999999996,0,0,11.95,0,68,0,0,0,1,0,0,7.199999999999999,22.25,1,0,1,0,1,1,0,0,0,0,18.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,802.8,0,0,0,0.0,40.400000000000006,0,25,1,0.0,20,0,0,74.0,0,0,0,0,0,0,1,0,32,0,2700.0,0,0,4.987007999999999,0,0,13,0,0,55.25,1,0,1,1,1.0,0,1,0,1,0,0,10,0,0,42.0,0,0,29.0,0,0,0,1,0,2,1,0.0,0
177,0,1275.40625,1316.9,1,33,0,0,0,0,0,4.58127075,0,0,8.95,1,37,0,0,0,1,0,0,3.6999999999999997,35.5,0,1,1,0,1,1,1,0,0,0,8.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,332.8,0,0,0,224.90625,63.949999999999996,0,12,1,59.65,18,0,0,131.5,0,0,0,0,1,1,0,0,10,0,1290.0,1,0,2.320825,1,0,18,0,1,41.75,1,0,0,1,0.0,0,1,0,0,0,0,8,1,1,15.0,0,0,23.0,0,0,1,1,1,3,1,52.40625,0
178,1,0.0,0.0,0,68,0,0,0,0,0,1.4438400000000002,1,0,15.75,0,52,1,0,1,1,1,0,19.2,0.0,0,1,0,0,1,1,0,0,0,1,22.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1052.75,0,0,0,0.0,56.7,0,24,1,0.0,19,1,0,94.0,0,0,1,1,0,0,0,0,32,0,765.0,0,0,9.316497750000002,0,0,11,0,1,11.0,0,0,0,0,3.0,0,1,1,1,0,1,-1,0,1,20.0,0,0,35.0,0,0,0,1,0,1,0,0.0,0
179,0,0.0,0.0,0,36,0,0,0,0,1,1.510215,0,0,8.4,0,23,1,0,0,1,0,0,9.5,0.0,0,1,0,0,0,0,0,1,0,0,6.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,291.2,0,0,0,0.0,7.300000000000001,1,5,0,0.0,8,0,0,21.0,0,0,0,0,0,0,0,0,5,0,230.0,0,0,0.484785,0,1,9,0,0,6.5,0,0,0,0,0.0,0,0,0,0,0,0,9,0,0,2.0,0,0,30.0,1,0,0,1,0,5,0,0.0,0
180,0,0.0,0.0,0,61,0,1,0,0,0,1.906476,0,0,12.5,0,57,0,0,0,1,0,0,7.8,0.0,1,1,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,757.35,0,0,0,0.0,50.2,0,26,1,0.0,18,1,0,121.0,0,0,0,1,0,0,0,0,33,0,2700.0,0,0,7.531524000000001,1,0,15,1,0,52.25,0,0,0,0,1.0,0,1,0,0,0,0,-1,0,1,22.0,1,0,20.0,0,0,0,1,0,1,0,0.0,0
181,0,0.0,625.25,0,26,0,0,0,1,0,0.449856,0,0,10.7,0,40,0,0,0,1,0,0,6.6000000000000005,25.75,0,1,1,0,0,1,0,0,0,0,10.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,253.9,0,0,0,0.0,-1.0,0,13,0,0.0,21,1,0,24.0,0,0,0,0,0,0,1,0,15,0,600.0,0,0,1.134144,0,0,13,0,0,24.75,0,0,0,1,1.0,0,0,0,1,0,0,10,0,1,12.0,0,1,28.0,1,0,0,1,0,2,1,0.0,0
182,0,0.0,0.0,0,64,0,0,0,1,0,1.7172,0,0,13.1,0,66,0,0,1,1,0,0,13.5,0.0,0,0,0,1,0,1,0,0,0,0,22.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,820.7,0,0,0,0.0,34.5,0,21,1,0.0,30,1,0,53.0,0,0,0,0,0,0,0,0,30,0,455.0,0,0,5.4378,0,0,13,0,0,6.25,0,0,0,0,1.0,0,0,0,0,0,0,-1,0,0,39.0,0,0,17.0,0,0,0,1,0,1,0,0.0,0
183,0,1275.40625,0.0,0,43,0,0,0,1,0,4.378976000000001,0,0,10.55,0,61,0,0,0,1,0,0,11.3,0.0,0,1,0,0,0,1,0,0,0,0,15.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,502.1,0,0,0,0.0,33.6,1,13,0,28.25,17,0,0,56.0,0,0,0,1,1,0,0,0,17,0,1060.0,0,0,1.9490239999999996,0,1,15,0,0,23.75,1,0,0,0,7.0,0,0,6,1,0,0,-1,0,0,40.0,0,0,28.0,0,0,0,1,0,1,0,0.0,0
184,0,0.0,0.0,0,67,1,1,0,0,0,2.301234,0,0,18.05,0,79,0,0,0,1,0,0,18.099999999999998,0.0,0,0,0,0,0,1,0,1,0,0,15.0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1144.85,0,0,0,0.0,11.5,1,24,0,0.0,25,0,1,26.0,0,0,0,0,0,0,0,0,29,0,790.0,0,1,2.4047659999999995,0,0,16,1,0,12.0,0,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,40.0,0,0,21.0,0,0,0,1,0,1,0,0.0,0
185,0,0.0,0.0,0,44,1,1,0,1,0,0.174762,1,0,11.2,0,75,0,0,0,1,0,0,4.2,0.0,1,0,0,0,0,1,0,1,0,0,7.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,497.3,0,0,0,0.0,8.8,0,15,0,0.0,23,0,0,19.0,0,0,0,0,0,0,0,0,15,1,0.0,0,0,0.6232380000000001,0,0,11,0,0,0.0,1,0,0,0,6.0,0,0,6,1,0,0,-1,0,0,45.0,0,0,28.0,0,0,1,1,0,1,0,0.0,0
186,0,0.0,312.3,1,21,0,1,0,0,0,0.700535,0,0,4.55,0,35,0,0,0,1,0,0,5.5,14.5,0,1,1,0,1,0,0,1,0,1,6.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,97.1,0,1,0,0.0,16.900000000000002,0,7,1,0.0,13,0,0,47.0,0,0,1,0,0,0,1,0,12,0,0.0,0,0,1.884465,1,0,20,0,1,0.0,0,0,0,0,9.0,1,0,8,0,0,1,-1,0,1,10.0,0,0,33.0,0,1,1,1,0,1,1,0.0,0
187,0,0.0,24.4,1,2,0,0,0,0,1,0.605625,0,0,2.35,0,22,0,0,0,0,0,0,12.5,13.5,0,1,1,1,1,1,0,1,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.75,0,0,0,0.0,9.4,0,1,1,0.0,21,0,0,19.0,0,0,0,0,0,0,1,0,1,1,10.0,0,0,1.7693750000000001,1,0,15,0,1,11.0,0,0,0,1,1.0,0,0,0,1,0,0,-1,0,0,3.0,0,1,28.0,1,0,0,1,0,1,1,0.0,0
188,0,0.0,2213.625,0,72,1,0,0,0,0,4.1888879999999995,1,0,32.825,0,73,0,0,0,1,0,0,26.350000000000005,52.0,1,1,1,0,1,1,1,0,0,1,34.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2126.825,0,1,0,0.0,63.949999999999996,0,30,1,0.0,21,0,1,131.5,0,0,0,0,0,0,1,0,40,0,1535.0,0,0,9.316497750000002,0,0,14,0,1,23.5,0,0,0,1,4.0,0,1,0,1,0,0,9,0,1,32.0,0,0,25.0,0,0,1,1,0,2,1,0.0,0
189,0,789.9,0.0,0,30,0,0,0,1,0,0.015312,0,0,10.2,0,23,1,0,1,0,0,0,1.0999999999999999,0.0,1,1,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,328.0,0,1,0,0.0,-1.0,0,5,0,26.75,21,0,0,16.0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0.160688,0,0,13,0,1,0.0,0,0,0,0,2.0,0,0,0,0,0,0,-1,0,0,2.0,1,0,28.0,0,1,0,1,0,1,0,0.0,0
190,0,0.0,662.0,1,18,0,0,1,0,0,0.08307600000000001,0,0,16.05,0,19,0,0,0,1,0,0,2.1,38.75,0,0,1,0,0,0,0,1,0,1,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,288.0,0,0,1,0.0,14.0,0,1,1,0.0,16,0,0,23.0,0,1,0,0,0,0,0,0,1,0,490.0,0,0,0.39992400000000006,0,0,14,1,0,29.75,1,0,0,1,0.0,0,0,0,0,0,1,15,1,0,0.0,0,0,41.0,0,0,0,1,0,5,1,0.0,0
191,0,0.0,0.0,0,63,1,0,0,0,0,0.9378329999999998,1,0,30.5,0,77,0,0,0,1,0,0,17.299999999999997,0.0,1,1,0,1,0,1,0,1,0,0,26.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1915.3,0,0,0,0.0,6.4,0,25,1,0.0,22,0,0,13.0,0,0,1,0,0,0,1,0,31,1,1105.0,0,1,1.3111669999999997,0,0,16,0,0,16.75,0,0,0,0,2.0,0,0,0,0,0,0,-1,0,0,42.0,0,1,37.0,0,1,1,1,0,1,0,0.0,0
192,0,0.0,0.0,0,36,0,0,0,1,1,1.3032879999999998,0,0,16.9,0,51,1,0,1,1,0,0,11.899999999999999,0.0,0,0,0,1,0,1,0,0,0,1,18.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,652.35,0,0,0,0.0,43.7,0,14,1,0.0,18,0,0,74.0,0,0,0,1,0,0,0,0,18,0,545.0,0,0,7.502711999999999,0,0,14,0,0,14.5,0,0,1,0,2.0,0,1,0,1,0,0,11,0,0,25.0,0,0,33.0,0,0,0,1,0,4,0,0.0,0
193,0,1263.75,0.0,0,40,0,0,0,0,1,0.929445,0,0,6.05,0,56,0,0,0,1,0,0,5.5,0.0,1,1,0,1,1,1,1,0,0,0,3.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,244.15,0,0,1,0.0,53.7,0,11,1,33.2,20,0,0,129.0,0,0,0,1,0,1,0,0,13,0,375.0,0,0,6.1655549999999995,1,0,18,0,1,9.75,0,0,1,0,9.0,0,1,7,1,0,0,16,1,0,26.0,0,0,23.0,0,0,1,1,1,2,0,0.0,0
194,0,0.0,0.0,0,30,0,0,0,1,0,0.044408,0,0,8.75,0,46,0,0,0,1,0,0,6.1,0.0,0,0,0,0,0,1,0,0,0,0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,268.95,0,0,0,0.0,28.400000000000002,0,8,1,0.0,19,0,0,56.0,0,0,0,0,0,1,0,0,9,0,0.0,0,0,3.3715919999999997,0,1,16,0,1,0.0,0,0,0,0,1.0,0,0,0,0,0,0,-1,0,0,3.0,0,0,27.0,0,1,0,1,0,1,0,0.0,0
195,0,0.0,1516.05,0,69,1,0,0,0,1,2.721375,0,0,22.95,0,69,0,0,0,1,0,0,12.3,22.0,0,1,1,1,0,1,0,0,0,0,19.0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1537.45,0,0,0,0.0,31.6,0,28,1,0.0,23,0,0,59.0,0,0,0,0,0,0,0,0,35,0,1865.0,0,0,4.535625,0,0,6,0,0,27.75,1,0,0,0,5.0,0,0,5,0,0,1,7,0,0,43.0,0,1,14.0,1,0,0,1,0,2,1,0.0,0
196,0,0.0,0.0,0,26,0,0,0,0,0,0.7637759999999999,0,0,6.85,0,38,0,0,0,1,0,0,5.2,0.0,0,0,0,0,1,0,0,1,0,0,8.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,184.0,0,0,0,0.0,14.9,0,10,1,0.0,25,1,0,36.0,0,0,1,0,0,1,0,0,7,0,125.0,0,0,1.1082239999999999,0,1,15,0,0,5.25,0,0,0,0,1.0,0,0,0,0,0,0,8,0,1,9.0,0,0,13.0,0,0,1,1,0,2,0,0.0,0
197,0,1275.40625,1095.4,1,49,1,1,0,0,0,4.58127075,0,0,8.6,0,52,0,0,0,1,0,0,26.350000000000005,21.0,0,1,1,0,1,1,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,387.8,0,0,0,224.90625,47.0,0,15,1,39.15,21,0,0,96.0,0,0,0,1,0,1,1,0,23,0,665.0,1,0,9.316497750000002,0,0,18,0,1,14.25,0,0,0,1,0.0,0,1,0,1,0,0,-1,0,1,33.0,0,0,26.0,0,1,1,1,1,1,1,46.0,0
198,0,0.0,1527.3,0,60,1,1,0,0,0,1.0424039999999999,0,0,16.3,0,67,0,0,0,1,1,0,14.899999999999999,24.5,0,0,1,0,1,1,0,1,0,1,34.5,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,997.5,0,0,0,224.90625,9.700000000000001,0,24,1,0.0,14,0,0,22.0,0,1,0,0,0,0,0,0,30,0,2200.0,1,1,2.235596,0,0,10,0,0,36.75,0,0,0,1,2.0,0,0,0,0,0,1,-1,0,1,28.0,0,0,22.0,0,0,0,1,0,1,1,40.7,0
199,0,1191.3,554.0,0,37,0,1,0,0,1,1.1709759999999998,0,0,8.6,0,28,1,0,0,1,0,0,9.2,14.5,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,344.1,0,0,0,224.90625,21.8,0,9,1,30.15,18,0,0,43.0,0,0,0,0,0,0,0,0,11,1,450.0,0,0,2.785024,1,0,15,0,0,13.5,0,0,0,0,1.0,0,0,0,0,0,0,-1,0,0,7.0,0,1,27.0,1,0,0,1,0,1,1,21.4,0
